PDB,Ligand,Chain,Number,Resolution(A),Ligand Occupation Factor,Ki(M),log(Ki),pKi,RMSD(A),Torsions,Q,Average Q,Ligand B-factor(A2),Receptor B-factor(A2),B-factor ratio (Ligand/Receptor),C,N,O,P,S,F,Cl,Br,Affinity(kcal/mol),Gauss 1,Gauss 2,Repulsion,Hydrophobic,Hydrogen,Torsional
1E1X,NW1,A,401,1.8,1.0,1.3e-06,-5.886056647693163,5.886056647693163,ND,7,0.9999999999999998,0.03846153846153845,29.525,38.25120282186944,0.7718711523267343,11,5,2,0,0,0,0,0,-4.901,59.188,1070.945,4.226,11.497,2.775,0.9030899869919435
1G3C,109,A,601,1.8,1.0,1.6e-06,-5.795880017344075,5.795880017344075,ND,6,-1.001,-0.04352173913043478,17.14869565217391,17.41193227091633,0.9848818261726119,11,3,3,0,0,0,0,0,-5.653,77.034,880.387,4.29,7.938,5.205,0.8450980400142568
1G3B,108,A,601,1.8,1.0,1.8e-06,-5.7447274948966935,5.7447274948966935,ND,6,-1.001,-0.04352173913043478,24.126956521739128,17.529855577689283,1.3763351566025537,11,3,3,0,0,0,0,0,-6.141,66.167,841.177,2.939,3.123,5.668,0.8450980400142568
1F2O,LEU,A,903,1.7,1.0,0.012400000000000001,-1.9065783148377649,1.9065783148377649,ND,4,0.0010000000000000703,8.333333333333919e-05,19.988333333333333,15.977202881152467,1.2510533590903201,6,1,2,0,0,0,0,0,-4.174,45.223,539.788,2.72,9.538,4.074,0.6989700043360189
1F2P,PHE,A,903,1.8,1.0,0.0127,-1.8961962790440432,1.8961962790440432,ND,4,0.0010000000000000763,6.666666666667175e-05,15.603333333333335,10.142290660225425,1.5384427301540706,9,1,2,0,0,0,0,0,-5.518,50.841,680.519,2.69,27.538,4.076,0.6989700043360189
1F8E,49A,A,0,1.4,1.0,1.4999999999999999e-05,-4.823908740944319,4.823908740944319,ND,9,1.0019999999999998,0.03455172413793103,13.142758620689657,14.694162248144206,0.8944204098705605,11,3,6,0,0,0,0,0,-5.745,73.192,1000.796,6.272,8.53,8.523,1.0
1JAK,IFG,A,601,1.7,1.0,2.7e-06,-5.568636235841013,5.568636235841013,ND,5,0.0019999999999998075,0.00010526315789472671,5.413684210526315,13.096017887563862,0.41338399634191214,8,2,4,0,0,0,0,0,-7.375,97.047,903.101,6.01,21.95,7.98,0.7781512503836436
1G7F,INZ,A,500,1.8,1.0,3.3999999999999996e-06,-5.468521082957745,5.468521082957745,ND,16,-3.0000000000000004,-0.07142857142857144,22.791904761904757,22.369737903225804,1.018872230890916,27,3,9,0,0,0,0,0,-6.782,109.462,1328.741,5.742,41.6,9.232,1.2304489213782739
1HI4,A3P,A,301,1.8,1.0,3.2e-05,-4.494850021680094,4.494850021680094,ND,7,-2.9989999999999997,-0.09087878787878786,29.734848484848484,18.21011808118081,1.63287510560285,10,5,10,2,0,0,0,0,-3.219,102.367,1102.273,9.296,0.0,4.507,0.9030899869919435
1HEE,LHY,A,1309,1.7,1.0,4.599999999999999e-06,-5.337242168318426,5.337242168318426,ND,5,-0.9989999999999999,-0.052578947368421045,12.79157894736842,15.270384679852455,0.8376723452321054,10,2,4,0,0,0,0,0,-7.529,63.244,978.184,3.68,22.653,7.082,0.7781512503836436
1K06,BZD,A,998,1.8,1.0,4.599999999999999e-06,-5.337242168318426,5.337242168318426,ND,7,5.551115123125783e-17,1.914177628664063e-18,16.523793103448277,31.944019900497445,0.517273441317602,14,2,7,0,0,0,0,0,-8.605,82.654,1297.769,3.694,2.564,6.948,0.9030899869919435
1F8D,9AM,A,0,1.4,1.0,0.00039999999999999996,-3.3979400086720375,3.3979400086720375,ND,9,0.0029999999999998916,0.00011111111111110709,10.760370370370367,14.503300636267252,0.7419256237068385,11,2,7,0,0,0,0,0,-5.772,75.709,1007.708,5.231,8.745,6.869,1.0
1JD0,AZM,A,1400,1.5,1.0,5.7000000000000006e-09,-8.244125144327509,8.244125144327509,ND,2,-0.0020000000000000018,-0.00011111111111111121,10.236111111111109,15.077949782522746,0.6788795067467368,4,4,3,0,2,0,0,0,-5.401,46.419,664.065,2.682,4.873,4.56,0.47712125471966244
1HI3,A2P,A,999,1.8,1.0,6.4e-05,-4.1938200260161125,4.1938200260161125,ND,8,-2.998,-0.09084848484848486,24.140909090909094,15.35774169741697,1.571904878109089,10,5,10,2,0,0,0,0,-3.615,60.857,854.85,3.554,0.0,2.271,0.9542425094393249
1G35,AHF,B,501,1.8,1.0,7.3e-09,-8.136677139879543,8.136677139879543,ND,15,-0.0010000000000000286,-1.9607843137255465e-05,25.098235294117643,19.037656926406896,1.3183468633319153,35,2,9,0,1,0,0,0,-10.825,135.503,2283.482,6.607,66.17,8.576,1.2041199826559248
1HYO,HBU,A,1012,1.3,1.0,8.479999999999999e-05,-4.071604147743286,4.071604147743286,ND,4,-2.0000000000000004,-0.18181818181818185,9.502727272727274,16.373245513554757,0.5803814072695817,5,0,5,1,0,0,0,0,-5.287,61.703,744.148,3.775,6.192,5.358,0.6989700043360189
1HI5,ADP,A,999,1.8,1.0,9.2e-05,-4.036212172654444,4.036212172654444,ND,9,-2.4960000000000004,-0.07341176470588237,23.147058823529417,15.714745387453899,1.4729515657319663,10,5,10,2,0,0,0,0,-4.234,63.582,972.082,4.294,0.0,3.772,1.0
1GI4,122,A,246,1.3,1.0045833333333334,6.5e-08,-7.187086643357144,7.187086643357144,ND,5,-0.0040000000000000036,-0.000153846153846154,21.827692307692306,17.965758329189455,1.2149608108792302,14,4,1,0,0,0,0,0,-7.652,79.969,916.09,1.935,7.145,4.645,0.7781512503836436
1D4H,BEH,B,501,1.8,1.0,1.0000000000000002e-10,-10.0,10.0,ND,16,0.002999999999999988,5.999999999999976e-05,18.129399999999993,20.82480498374863,0.8705675762221019,36,2,7,0,0,0,0,0,-11.605,147.577,2344.57,5.183,98.533,7.287,1.2304489213782739
1GJ6,132,A,246,1.5,1.0006451612903227,1e-07,-7.0,7.0,ND,5,-0.0010000000000000009,-3.125000000000003e-05,15.119375000000002,17.812406762804564,0.8488114605361424,21,3,1,0,0,0,0,0,-8.476,115.608,1266.969,6.113,19.204,6.588,0.7781512503836436
1GJ8,133,B,251,1.6,1.0,1.0999999999999999e-07,-6.958607314841775,6.958607314841775,ND,6,-0.004000000000000059,-0.00012500000000000185,19.130312499999995,22.077016840416988,0.8665261542482324,18,4,2,0,0,1,0,0,-6.183,91.562,1195.721,5.763,11.258,4.534,0.8450980400142568
1KQB,BEZ,A,524,1.8,1.0,0.0001,-4.0,4.0,ND,1,-1.0010000000000001,-0.11122222222222224,14.135555555555555,16.230362561696463,0.8709328273981607,7,0,2,0,0,0,0,0,-4.257,32.585,471.53,1.173,33.202,0.999,0.3010299956639812
1EBW,BEI,A,501,1.8,1.0,9.000000000000001e-10,-9.045757490560675,9.045757490560675,ND,21,-0.002000000000000132,-3.8461538461541e-05,14.517500000000004,19.888305177111725,0.7299515906819117,34,4,8,0,0,0,0,0,-9.455,130.325,2274.339,5.568,81.547,9.03,1.3424226808222062
1EC3,MS3,A,501,1.8,1.0,9.200000000000001e-10,-9.036212172654444,9.036212172654444,ND,21,0.0010000000000000286,0.00012500000000000358,23.918750000000003,26.640766721044024,0.8978251358323763,6,1,0,0,0,0,0,0,-0.763,12.935,194.574,0.955,2.045,0.0,1.3424226808222062
1FV0,9AR,A,401,1.7,1.0,1.18e-06,-5.928117992693875,5.928117992693875,ND,4,-1.0,-0.041666666666666664,36.84666666666667,25.94640965147462,1.4201065643227657,17,0,6,0,0,0,0,0,-9.092,72.042,1386.01,2.825,24.634,2.068,0.6989700043360189
1D4I,BEG,A,501,1.8,1.0,1.4e-09,-8.853871964321762,8.853871964321762,ND,16,0.001999999999999843,3.846153846153544e-05,14.860961538461545,20.27242145178764,0.7330629729558573,38,2,7,0,0,0,0,0,-12.231,157.429,2419.535,4.329,102.652,6.506,1.2304489213782739
1GVW,0EM,A,401,1.0,1.0,1.1e-07,-6.958607314841775,6.958607314841775,ND,19,-0.9960000000000001,-0.019153846153846157,22.03519230769231,14.000507649513239,1.5738852375441126,32,6,7,1,0,0,0,0,-7.392,130.12,1915.262,5.063,53.714,5.103,1.3010299956639813
1GJ5,130,H,410,1.7,1.0,1.1e-05,-4.958607314841775,4.958607314841775,ND,6,-0.004000000000000059,-0.00012500000000000185,23.371250000000003,27.119266055045916,0.8617950778078471,20,4,1,0,0,0,0,0,-6.629,103.752,1306.39,8.335,33.329,5.744,0.8450980400142568
1KM3,UP6,A,2001,1.5,1.0,1.24e-05,-4.906578314837765,4.906578314837765,ND,6,-1.5,-0.06,7.0883999999999965,13.039619732785221,0.5436048094391734,8,3,9,1,0,0,0,0,-5.958,69.226,1061.09,6.818,0.0,8.82,0.8450980400142568
1ME4,T10,A,300,1.2,1.0,1.46e-07,-6.835647144215563,6.835647144215563,ND,13,0.0020000000000000018,5.40540540540541e-05,13.309189189189187,8.377467566165022,1.588688835148994,27,2,5,0,0,0,0,0,-3.176,102.985,1437.918,11.476,27.179,4.686,1.146128035678238
1EC0,BED,A,501,1.7,1.0,3.2000000000000005e-09,-8.494850021680094,8.494850021680094,ND,17,0.001999999999999627,3.5714285714279056e-05,12.534821428571425,18.893101750546993,0.6634602191886526,38,2,8,0,0,2,0,0,-12.346,170.185,2573.786,6.427,102.552,8.281,1.255272505103306
1GI1,BMZ,A,246,1.4,1.0,3.3999999999999996e-06,-5.468521082957745,5.468521082957745,ND,4,-0.0040000000000000036,-0.000153846153846154,14.86153846153846,16.047105917453973,0.9261195469130664,14,4,1,0,0,0,0,0,-6.425,81.001,923.093,5.487,9.435,6.64,0.6989700043360189
1GJA,135,B,251,1.5,1.0,3.7999999999999996e-06,-5.42021640338319,5.42021640338319,ND,5,-0.0020000000000000018,-8.000000000000007e-05,17.589599999999997,22.042506014434647,0.7979854916896182,14,3,2,0,0,0,0,0,-7.802,91.132,1018.896,3.771,7.524,6.3,0.7781512503836436
1LF2,R37,A,330,1.8,1.0,3.0000000000000004e-08,-7.522878745280337,7.522878745280337,ND,14,0.0029999999999999437,7.142857142857009e-05,15.659523809523808,21.790067157019518,0.7186542242702176,32,3,4,0,0,0,0,0,-8.082,116.831,1734.355,5.426,78.985,4.579,1.1760912590556813
1GU1,FA1,A,201,1.8,1.0,2.9999999999999997e-05,-4.522878745280337,4.522878745280337,ND,4,-1.0000000000000002,-0.06666666666666668,9.586000000000002,17.21052769643735,0.556984664798183,7,0,5,0,0,0,0,0,-7.849,73.834,822.019,4.915,6.702,9.679,0.6989700043360189
1IIQ,0ZR,A,201,1.8,1.0,3.3000000000000004e-08,-7.481486060122112,7.481486060122112,ND,22,1.0059999999999998,0.01649180327868852,15.674262295081965,12.12916125541126,1.2922791580571251,38,6,7,0,0,0,0,0,-8.797,159.925,2441.941,9.186,85.666,9.524,1.3617278360175928
1KZK,JE2,A,701,1.0,1.0,4.1e-11,-10.387216143280265,10.387216143280265,ND,12,0.001999999999999967,4.34782608695645e-05,7.746086956521739,13.650675381263643,0.5674508213090834,32,3,5,0,1,0,0,0,-11.427,143.875,2134.715,4.314,80.105,4.225,1.1139433523068367
1I2S,CIT,A,1300,1.7,1.0,0.00049,-3.309803919971486,3.309803919971486,ND,6,-2.9990000000000006,-0.21421428571428575,34.565000000000005,24.019190456769923,1.439057659424891,6,0,7,0,0,0,0,0,-4.086,38.763,683.715,4.426,3.314,6.623,0.8450980400142568
1GJD,136,B,251,1.7,1.0,6e-06,-5.221848749616356,5.221848749616356,ND,5,-0.0010000000000000564,-3.571428571428773e-05,14.865714285714287,20.033295910184453,0.7420503521917684,15,3,2,0,0,0,0,0,-7.626,105.872,1119.029,5.297,10.901,6.086,0.7781512503836436
1ME3,P10,A,300,1.2,1.0,6.46e-08,-7.189767482004916,7.189767482004916,ND,14,0.004000000000000052,0.0001025641025641039,14.451794871794872,7.984686040477414,1.8099390255964005,27,3,5,0,0,0,0,0,-2.444,103.986,1373.611,12.987,25.74,5.56,1.1760912590556813
1JCX,PAI,A,1300,1.8,1.0,7e-06,-5.154901959985743,5.154901959985743,ND,16,-2.999,-0.10341379310344828,46.56275862068964,33.876600572363046,1.3744814365664577,9,1,13,2,0,0,0,0,-5.71,91.062,1354.642,8.37,0.0,11.509,1.2304489213782739
1K4H,APQ,A,900,1.8,1.0,7.699999999999999e-06,-5.113509274827518,5.113509274827518,ND,6,1.0010000000000001,0.04170833333333334,44.18666666666667,19.67763157894739,2.2455276941936897,12,4,1,0,1,0,0,0,-6.357,68.895,969.506,2.04,22.03,2.387,0.8450980400142568
1JVU,C2P,A,130,1.7,1.0,7e-06,-5.154901959985743,5.154901959985743,ND,7,-1.501,-0.057730769230769224,26.757692307692306,24.54675664276674,1.0900703786289039,9,3,8,1,0,0,0,0,-4.854,73.199,981.18,5.494,3.283,5.082,0.9030899869919435
1LOR,BMP,A,2001,1.6,1.0,8.800000000000001e-12,-11.05551732784983,11.05551732784983,ND,6,-1.499,-0.059960000000000006,6.2988,13.969142857142895,0.4509081240284697,9,2,10,1,0,0,0,0,-8.868,91.787,1397.233,8.425,5.499,12.534,0.8450980400142568
1O2T,783,A,246,1.6,1.0096875,1.4e-08,-7.853871964321762,7.853871964321762,ND,6,0.0,0.0,24.37151515151515,20.447329686723055,1.1919167698137212,22,3,2,0,0,0,0,0,-6.752,97.049,1177.894,7.21,10.077,7.757,0.8450980400142568
1O2Q,991,A,246,1.5,1.0,2.1e-08,-7.6777807052660805,7.6777807052660805,ND,6,-0.0010000000000000564,-3.125000000000176e-05,18.385000000000005,18.792685231228223,0.9783061746518928,20,3,2,0,0,0,0,0,-8.113,109.869,1290.362,6.156,19.5,6.807,0.8450980400142568
1O3H,907,A,246,1.5,1.0,5e-08,-7.301029995663981,7.301029995663981,ND,4,-0.0010000000000000009,-3.703703703703707e-05,24.115185185185187,20.088618290258506,1.2004402113050885,16,3,1,0,0,0,0,0,-8.196,100.226,959.711,4.403,12.75,6.918,0.6989700043360189
1O2H,CR3,A,246,1.7,1.0,6.8e-08,-7.167491087293763,7.167491087293763,ND,6,-0.0010000000000000564,-3.225806451613085e-05,17.884516129032264,18.65661362506214,0.9586153461959095,20,3,2,0,0,0,0,0,-7.783,105.84,1190.577,5.718,18.41,6.721,0.8450980400142568
1O39,780,A,246,1.5,1.0,7.399999999999999e-08,-7.130768280269024,7.130768280269024,ND,3,-0.0040000000000000036,-0.0001250000000000001,22.851874999999996,19.565420188960697,1.167972615936641,20,4,1,0,0,0,0,0,-9.968,101.394,1156.176,3.914,13.138,6.877,0.6020599913279624
1NM6,L86,A,247,1.8,1.0,9e-11,-10.045757490560675,10.045757490560675,ND,2,1.002,0.023857142857142858,15.442619047619049,21.711600281988066,0.7112612081583981,27,6,2,0,0,0,0,0,-13.28,121.762,1658.786,2.486,50.801,3.023,0.47712125471966244
1O2J,656,A,246,1.6,1.0,1.2e-07,-6.920818753952375,6.920818753952375,ND,6,-0.004000000000000059,-0.00012903225806451803,21.156451612903226,17.93313276976631,1.1797409791428717,18,4,2,0,0,0,0,0,-6.333,91.378,1103.694,6.541,13.184,6.722,0.8450980400142568
1NQ7,ARL,A,800,1.5,1.0,1.6e-07,-6.795880017344075,6.795880017344075,ND,6,-1.0000000000000007,-0.04000000000000003,38.39000000000001,23.36305003971398,1.6431929878480025,23,0,2,0,0,0,0,0,-9.845,71.603,1476.123,1.561,75.311,2.214,0.8450980400142568
1O3P,655,B,251,1.8,1.0,2.1999999999999998e-07,-6.657577319177793,6.657577319177793,ND,5,-0.004000000000000059,-0.00012500000000000185,11.590312500000001,16.99318034118606,0.6820566996460793,19,4,2,0,0,0,0,0,-7.436,92.454,1209.746,5.488,12.802,5.868,0.7781512503836436
1NMS,161,A,1278,1.7,1.0,2e-07,-6.698970004336019,6.698970004336019,ND,10,-2.001,-0.05885294117647059,11.597647058823531,15.358072150974872,0.7551499266844737,20,2,9,0,1,0,0,0,-4.754,116.549,1699.888,15.305,34.856,9.752,1.041392685158225
1M2R,MNY,A,351,1.7,1.0,3.5e-07,-6.455931955649724,6.455931955649724,ND,2,5.551115123125783e-17,2.523234146875356e-18,25.14818181818182,18.00167664670654,1.3969910865376396,14,2,4,0,0,0,0,0,-9.255,86.953,1198.038,2.746,52.451,0.955,0.47712125471966244
1O2O,950,A,246,1.6,1.0,4.3999999999999997e-07,-6.356547323513813,6.356547323513813,ND,6,-0.004000000000000059,-0.00012500000000000185,23.304999999999996,20.127304823470908,1.157879815722943,18,4,2,0,0,1,0,0,-6.699,102.578,1232.498,7.434,13.757,6.854,0.8450980400142568
1O6I,0HZ,A,1516,1.7,1.0,0.0006500000000000001,-3.1870866433571443,3.1870866433571443,ND,4,1.001,0.041708333333333326,26.55541666666667,24.45298505892254,1.0859785258396084,11,5,2,0,0,0,0,0,-4.953,64.862,852.103,3.325,22.133,1.998,0.6989700043360189
1O2Z,312,A,246,1.6,1.0,7.799999999999999e-07,-6.107905397309519,6.107905397309519,ND,8,-2.003,-0.04769047619047619,23.1647619047619,17.581616111387415,1.3175558923595394,25,4,6,0,0,0,0,0,-7.303,115.949,1235.734,6.708,15.076,7.747,0.9542425094393249
1M2Q,MNX,A,351,1.7,1.0,8e-07,-6.096910013008056,6.096910013008056,ND,3,-1.002,-0.04554545454545455,21.915454545454548,23.555616766467033,0.9303706526866508,13,1,6,0,0,0,0,0,-8.53,86.236,1169.938,3.631,44.259,2.583,0.6020599913279624
1O2N,762,A,246,1.5,1.0,8.1e-07,-6.0915149811213505,6.0915149811213505,ND,3,-0.0030000000000000027,-9.090909090909098e-05,23.85969696969697,20.545822973644967,1.1612918596788677,20,4,1,0,0,0,0,0,-9.173,105.912,1262.121,5.546,19.152,6.063,0.6020599913279624
1O36,607,A,246,1.7,1.0063414634146342,1.1e-06,-5.958607314841775,5.958607314841775,ND,10,-2.002,-0.04655813953488372,25.516046511627902,17.92604177026356,1.4234066191876753,24,5,5,0,0,0,0,0,-6.306,113.216,1233.03,7.105,14.927,7.065,1.041392685158225
1O32,801,A,246,1.7,1.0,1.8e-06,-5.7447274948966935,5.7447274948966935,ND,3,-0.0040000000000000036,-0.00014814814814814828,22.97222222222222,17.2748433615117,1.3298078449385113,13,5,1,0,0,0,0,0,-7.309,73.341,869.587,1.925,3.811,3.879,0.6020599913279624
1NU3,VPR,A,4001,1.7,1.0,9.999999999999999e-05,-4.0,4.0,ND,5,-0.0010000000000000009,-8.333333333333341e-05,22.263333333333335,14.91032197678771,1.4931490659955395,8,1,1,0,0,0,0,0,-3.816,33.845,572.065,1.501,38.824,0.821,0.7781512503836436
1O35,802,A,246,1.4,1.0,9.999999999999999e-06,-5.0,5.0,ND,3,-0.0040000000000000036,-0.00014814814814814828,20.271481481481484,18.18215422885573,1.1149108750441636,14,4,1,0,0,1,0,0,-6.869,88.925,924.76,5.506,9.772,6.365,0.6020599913279624
1JN4,139,A,901,1.8,1.0,1.13e-05,-4.94692155651658,4.94692155651658,ND,13,-1.996,-0.03913725490196079,26.583137254901956,25.27102725366876,1.0519215142329725,19,7,14,2,0,0,0,0,-7.203,128.325,1709.136,5.672,4.103,4.872,1.146128035678238
1NVS,UCM,A,400,1.8,1.0,1.5000000000000002e-08,-7.823908740944319,7.823908740944319,ND,2,-0.006999999999999951,-0.00022580645161290164,46.77387096774193,22.62355572403333,2.067485391699651,24,3,3,0,0,0,0,0,-10.55,83.689,1515.79,3.737,56.341,1.86,0.47712125471966244
1MXO,SM2,A,964,1.8,1.0,1e-09,-9.0,9.0,ND,8,-1.001,-0.04003999999999999,37.7096,35.195120411160126,1.0714439831279154,14,1,5,0,1,0,0,0,-10.55,83.689,1515.79,3.737,56.341,1.86,0.47712125471966244
1O8B,ABF,A,1269,1.2,1.0,0.0021000000000000003,-2.6777807052660805,2.6777807052660805,ND,4,-1.501,-0.10006666666666666,19.029999999999994,9.693206672845216,1.9632306049257258,5,0,8,1,0,0,0,0,-4.806,56.419,711.373,5.827,0.0,8.152,0.6989700043360189
1PB9,4AX,A,901,1.6,1.0,0.00024099999999999998,-3.6179829574251317,3.6179829574251317,ND,4,1.002,0.07707692307692307,7.656153846153846,18.974234338747046,0.4035026504610682,3,2,2,0,0,0,0,0,-3.906,66.959,462.904,5.184,0.0,6.779,0.6989700043360189
1H46,RNP,X,1433,1.5,1.0,0.00027,-3.5686362358410126,3.5686362358410126,ND,6,-4.85722573273506e-17,-2.3129646346357427e-18,29.38142857142857,22.526339468302716,1.3043143832921364,16,1,2,0,0,0,0,0,-6.542,86.302,997.584,3.046,44.088,1.921,0.8450980400142568
1I5R,HYC,A,328,1.6,1.0,3.0000000000000004e-09,-8.522878745280337,8.522878745280337,ND,17,-3.2959746043559335e-17,-6.10365667473321e-19,14.821111111111112,20.414242310577617,0.7260181830717063,37,5,7,0,0,0,0,0,-10.276,202.604,2801.126,10.906,106.246,4.642,1.255272505103306
1NYM,CXB,A,300,1.2,1.0,4e-06,-5.3979400086720375,5.3979400086720375,ND,7,-8.326672684688674e-17,-3.784851220313033e-18,14.28,14.543571140669087,0.981877137456835,7,4,4,0,1,0,0,0,-10.276,202.604,2801.126,10.906,106.246,4.642,1.255272505103306
1NQC,C4P,A,218,1.8,1.0,5.0000000000000004e-08,-7.301029995663981,7.301029995663981,ND,10,-0.0010000000000000842,-2.9411764705884827e-05,21.56205882352942,14.209846005774784,1.5174027089925357,24,3,4,0,1,0,0,0,-1.519,101.797,1407.869,13.482,10.881,3.592,1.041392685158225
1O2R,CR9,A,246,1.4,1.0,6.099999999999999e-06,-5.214670164989233,5.214670164989233,ND,5,-0.003000000000000058,-8.571428571428738e-05,20.707714285714285,17.774092491297818,1.1650504404572422,21,4,2,0,0,1,0,0,-9.0,104.225,1361.282,5.418,17.086,6.652,0.7781512503836436
1OWE,675,A,1001,1.6,1.0,6.310000000000001e-07,-6.199970640755866,6.199970640755866,ND,4,-0.0010000000000000564,-3.7037037037039124e-05,7.213333333333332,12.999318181818174,0.5549008980657496,18,3,1,0,0,0,0,0,-7.583,73.546,1040.647,2.974,9.968,5.085,0.6989700043360189
1PB8,DSN,A,901,1.4,1.0,7.019999999999999e-06,-5.153662887870195,5.153662887870195,ND,4,0.0009999999999999454,9.090909090908594e-05,6.729090909090909,16.41020136778115,0.4100553526602313,3,1,3,0,0,0,0,0,-4.692,65.07,466.921,5.631,0.0,9.059,0.6989700043360189
1O0M,U2P,A,1101,1.5,1.0,7.099999999999999e-06,-5.1487416512809245,5.1487416512809245,ND,6,-1.5,-0.0625,15.735416666666666,19.32650461022626,0.814188441418453,9,2,9,1,0,0,0,0,-5.14,69.247,953.073,4.37,2.306,4.429,0.8450980400142568
1UI0,URA,A,211,1.5,1.0,8.800000000000001e-08,-7.055517327849832,7.055517327849832,ND,0,-0.0020000000000000018,-0.00020000000000000017,3.178,9.796760563380287,0.3243929439164999,4,2,2,0,0,0,0,0,-5.239,70.477,490.52,4.723,7.504,6.317,0.0
1W1G,4PT,A,1550,1.4,1.0,2.1e-08,-7.6777807052660805,7.6777807052660805,ND,16,-5.501000000000001,-0.14867567567567572,32.64891891891892,30.772773623385422,1.0609677021153447,9,0,20,4,0,0,0,0,-4.042,57.5,821.402,6.141,0.0,10.329,1.2304489213782739
1SQO,UI2,A,1001,1.8,1.0,3.5e-08,-7.455931955649724,7.455931955649724,ND,4,0.9980000000000002,0.03696296296296297,5.478148148148147,14.280825610783479,0.3836016416313905,15,5,0,0,0,0,0,0,-7.639,92.762,1037.515,3.525,7.219,4.986,0.6989700043360189
1W1D,4IP,A,1552,1.5,1.0,3e-07,-6.522878745280337,6.522878745280337,ND,10,-6.004000000000001,-0.20013333333333339,13.731333333333335,14.968885869565238,0.9173250068832379,6,0,18,4,0,0,0,0,-4.83,59.862,799.247,5.921,0.0,10.1,1.041392685158225
1PX4,IPT,A,2001,1.6,1.0,0.00059,-3.2291479883578558,3.2291479883578558,ND,7,0.0009999999999997233,5.263157894735386e-05,14.799999999999999,19.32465201372766,0.7658611388958785,9,0,5,0,1,0,0,0,-5.541,55.088,857.394,3.259,7.653,5.034,0.9030899869919435
1UJ6,A5P,A,228,1.7,1.0,0.0008900000000000001,-3.050609993355087,3.050609993355087,ND,9,-1.5000000000000002,-0.08823529411764708,23.434705882352937,14.981818181818179,1.5642097372929755,5,0,8,1,0,0,0,0,-4.425,70.345,742.849,7.541,0.0,10.43,1.0
1V2N,BBA,T,1,1.8,1.0,1.2499999999999999e-06,-5.903089986991944,5.903089986991944,ND,8,-0.0030000000000000027,-8.333333333333341e-05,18.554722222222225,19.431179691388728,0.9548942738893552,23,4,1,0,0,0,0,0,-8.847,102.706,1285.928,3.102,42.739,4.064,0.9542425094393249
1SL3,170,A,1001,1.8,1.0,1.3999999999999999e-12,-11.853871964321762,11.853871964321762,ND,10,-0.002000000000000113,-4.545454545454802e-05,15.353181818181817,23.097063799788472,0.6647243974934348,21,9,3,0,0,2,0,0,-10.041,140.872,1804.096,3.679,54.452,3.3,1.041392685158225
1W5W,BE4,A,1100,1.8,1.0,1.6000000000000003e-09,-8.795880017344075,8.795880017344075,ND,17,0.0029999999999998986,5.172413793103273e-05,16.70172413793104,20.91540584415586,0.7985369379097085,38,2,8,0,0,4,0,0,-12.382,177.061,2653.443,7.208,100.584,8.481,1.255272505103306
1XFF,GLU,A,5300,1.8,1.0,1.4999999999999999e-05,-4.823908740944319,4.823908740944319,ND,5,-0.999,-0.07684615384615384,13.852307692307692,24.765796557811147,0.5593322088377838,5,1,4,0,0,0,0,0,-6.047,61.827,720.041,5.882,1.85,10.702,0.7781512503836436
1V2O,ANH,T,800,1.6,1.0,1.8449999999999998e-05,-4.734003629504921,4.734003629504921,ND,11,-0.002000000000000012,-5.55555555555559e-05,21.095833333333335,15.492195121951223,1.361707180116922,20,4,5,0,1,0,0,0,-5.14,78.182,963.719,4.181,5.227,6.132,1.0791812460476249
